unique id,submission type,timestamp,citizenship,residence,gender,degrees held,occupation,career experience,academic field,area of interest,event participation,skills,how heard
78372954,submitted,6/6/16 20:25,Nigeria,United States of America,female,bachelors,"graduate-professional student, nonprofit, philanthropist",1-5 years,Medicine/Health Sciences - Basic medicine,open_access,none,"blogging, community, volunteers, other, 'Podcasting, writing & editing, home management",mailinglist
24466634,submitted,6/6/16 20:26,Nigeria,Nigeria,female,bachelors,nonprofit,1-5 years,Natural Sciences - Chemical sciences,open_education,openeducationweek,"advocacy, blogging, comms, community, socialmedia, events",mailinglist
94245739,submitted,6/6/16 20:28,Sierra Leone,Turkey,male,bachelors,graduate-professonal student,1-5 years,Engineering/Technology - Other engineering and technologies,open_education,openeducationweek,"community, events, volunteers",facebook
28470959,submitted,6/6/16 20:32,Cameroon,Cameroon,male,"bachelors, other professional","graduate-professional student, government",1-5 years,Social Sciences - Law,open_education,none,"community, volunteers",facebook
48192725,submitted,6/6/16 20:33,United States of America,United States of America,female,masters,librarian,1-5 years,Natural Sciences - Computer and information sciences,open_education,openeducationweek,socialmedia,mailinglist
67799367,submitted,6/6/16 20:35,Ghana,Ghana,female,"bachelors, other professional","educator, researcher, publisher",1-5 years,Agricultural Sciences - Other agricultural sciences,open_education,openeducationweek,"advocacy, socialmedia, other, 'writing, proofreading, editing","facebook, friend"
29650601,submitted,6/6/16 20:38,"Congo, Democratic Republic of the","Congo, Democratic Republic of the",male,other degree,nonprofit,6-10 years,Social Sciences - Sociology,open_education,none,"advocacy, blogging, comms, community, socialmedia, fudraising, events, volunteers",websearch
40944136,submitted,6/6/16 20:42,Nigeria,Nigeria,male,other certification,"nonprofit, businessperson",11-15 years,None of these describe my field of study,open_education,none,"advocacy, community, socialmedia, fudraising, volunteers, graphics",facebook
86165647,submitted,6/6/16 20:45,Kenya,Kenya,female,other certification,businessperson,0-1 years,Social Sciences - Media and communications,open_education,none,"blogging, comms",facebook
31123689,submitted,6/6/16 20:51,Bulgaria,Germany,female,masters,lawyer,6-10 years,Social Sciences - Law,open_education,none,"advocacy, events, other, 'Editorial experience",other: Opportunity Desk
69411475,final at deadline,6/6/16 20:52,Jamaica,Jamaica,male,other certification,"undergraduate student, researcher, nonprofit",0-1 years,Social Sciences - Economics and business,open_access,none,"advocacy, comms, community, socialmedia, fudraising, volunteers","websearch, facebook"
99147318,submitted,6/6/16 20:56,United States of America,United States of America,male,bachelors,"phd candidate, researcher",1-5 years,Social Sciences - Psychology,open_education,openeducationweek,"advocacy, community, socialmedia, fudraising, research, software",friend
51202064,submitted,6/6/16 20:57,United States of America,United States of America,male,masters,librarian,6-10 years,"Humanities - Philosophy, ethics and religion",open_research,openaccessweek,"advocacy, blogging, fudraising, research",organization
73959015,final at deadline,6/6/16 21:09,Zimbabwe,United States of America,male,none,"undergraduate student, businessperson",0-1 years,Social Sciences - Economics and business,open_education,none,"advocacy, comms, community, volunteers","websearch, twitter, facebook, other: Opportunity Desk"
54427456,submitted,6/6/16 21:14,Nigeria,Nigeria,male,"bachelors, masters","researcher, nonprofit, developer",6-10 years,Engineering/Technology - Medical engineering,open_research,opendataday,"advocacy, blogging, comms, community, socialmedia, fudraising, events, volunteers, research",mailinglist
56529152,submitted,6/6/16 21:17,Uganda,Germany,male,"bachelors, masters",phd candidate,1-5 years,Social Sciences - Educational sciences,open_access,"openaccessweek, openeducationweek, opendataday","blogging, comms, community, volunteers",websearch
90177865,submitted,6/6/16 21:22,Nigeria,Nigeria,female,none,undergraduate student,0-1 years,Medicine/Health Sciences - Health biotechnology,open_education,none,comms,organization
63806205,submitted,6/6/16 21:27,Nigeria,Nigeria,female,bachelors,medical professional,1-5 years,Medicine/Health Sciences - Health sciences,open_education,none,"advocacy, blogging, comms, community, socialmedia, events, volunteers, other, 'Photography and video skills","blogpost, other: Opportunity Desk for you"
10257715,final at deadline,6/6/16 21:27,Senegal,Senegal,male,other degree,"undergraduate student, nonprofit",16+ years,Humanities - Languages and literature,open_education,"openaccessweek, openeducationweek, opendataday","advocacy, blogging, socialmedia, fudraising, volunteers",facebook
15572825,submitted,6/6/16 21:29,Nigeria,Nigeria,male,"bachelors, masters","phd candidate, researcher, developer",1-5 years,Natural Sciences - Computer and information sciences,open_science,opendataday,"advocacy, blogging, community, research, software",facebook
46100446,submitted,6/6/16 21:33,Ghana,Ghana,male,other certification,undergraduate student,0-1 years,Social Sciences - Economics and business,open_education,openeducationweek,"comms, socialmedia, volunteers, graphics",facebook
55247531,submitted,6/6/16 21:34,Malawi,Malawi,male,bachelors,"researcher, nonprofit",1-5 years,Humanities - Other humanities,open_research,none,"advocacy, blogging, comms, community, socialmedia, events, volunteers",facebook
99936800,submitted,6/6/16 21:36,Uganda,Uganda,male,bachelors,nonprofit,6-10 years,Medicine/Health Sciences - Other medical sciences,open_education,"openaccessweek, opendataday","blogging, community, socialmedia, fudraising, volunteers",mailinglist
72733355,submitted,6/6/16 21:42,Nigeria,Nigeria,female,none,undergraduate student,0-1 years,Natural Sciences - Biological sciences,open_education,openeducationweek,blogging,websearch
86634142,submitted,6/6/16 21:50,Indonesia,Indonesia,male,bachelors,undergraduate student,0-1 years,Social Sciences - Educational sciences,open_education,openeducationweek,"blogging, community, socialmedia, fudraising",mailinglist
43937318,submitted,6/6/16 21:52,Bangladesh,Bangladesh,male,none,"undergraduate student, nonprofit, businessperson",0-1 years,Engineering/Technology - Materials engineering,open_education,none,"blogging, comms, community, socialmedia, events, volunteers, research","websearch, mailinglist"
87284585,submitted,6/6/16 21:53,Pakistan,Pakistan,female,none,undergraduate student,0-1 years,Medicine/Health Sciences - Health sciences,open_education,none,"advocacy, comms, events, volunteers, research","websearch, facebook, mailinglist"
32823133,submitted,6/6/16 21:53,Canada,Canada,female,"bachelors, other postgraduate, other professional","graduate-professional student, nonacademic staff",1-5 years,Social Sciences - Educational sciences,open_education,none,"advocacy, comms, community, fudraising, volunteers, research",friend
45960307,submitted,6/6/16 21:56,Nigeria,South Africa,male,masters,phd candidate,0-1 years,Natural Sciences - Earth and related environmental sciences,open_science,"openeducationweek, opendataday","community, events, volunteers, research",facebook
41848709,submitted,6/6/16 21:57,Kenya,Kenya,male,other certification,"nonacademic staff, businessperson",1-5 years,Engineering/Technology - Chemical engineering,open_education,openeducationweek,"events, volunteers, other, 'Hospitality.",websearch
64742056,submitted,6/6/16 22:01,Zambia,Zambia,male,other certification,nonprofit,1-5 years,Natural Sciences - Computer and information sciences,open_access,"openaccessweek, openeducationweek, opendataday","advocacy, blogging, comms, community, socialmedia, fudraising, events, volunteers, graphics, research, software","websearch, twitter, facebook, friend"
20679260,submitted,6/6/16 22:16,Nigeria,Nigeria,female,"bachelors, other professional","nonprofit, medical professional",6-10 years,Medicine/Health Sciences - Clinical medicine,open_access,"openaccessweek, opendataday","community, socialmedia, events, volunteers",other: Someone I met at a fellowship program I attended in April 2016
74272563,submitted,6/6/16 22:21,Nigeria,Nigeria,male,other certification,"undergraduate student, developer",6-10 years,"Engineering/Technology - Electrical engineering, electronic engineering, information engineering",open_education,none,"events, software",mailinglist
27142743,submitted,6/6/16 22:23,Nigeria,Nigeria,male,bachelors,"researcher, nonprofit, developer",1-5 years,Natural Sciences - Earth and related environmental sciences,open_source,"openaccessweek, openeducationweek, opendataday","advocacy, blogging, community, volunteers, research, software",mailinglist
35927853,submitted,6/6/16 22:25,Burkina Faso,Burkina Faso,male,bachelors,undergraduate student,0-1 years,Social Sciences - Economics and business,open_education,openeducationweek,"events, volunteers",websearch
63396898,submitted,6/6/16 22:34,Nigeria,Nigeria,male,none,undergraduate student,0-1 years,Humanities - Other humanities,open_education,none,"advocacy, community, socialmedia, volunteers, research",mailinglist
53958188,submitted,6/6/16 22:39,Nigeria,Nigeria,female,"bachelors, masters",graduate-professonal student,0-1 years,Engineering/Technology - Other engineering and technologies,open_research,none,"advocacy, blogging, comms, community, socialmedia, fudraising, volunteers, research, software",websearch
19563857,submitted,6/6/16 22:40,Kenya,Kenya,male,none,undergraduate student,0-1 years,Medicine/Health Sciences - Clinical medicine,open_education,openeducationweek,"advocacy, community, volunteers, research","facebook, mailinglist"
44571876,submitted,6/6/16 22:40,Guinea,Guinea,male,masters,graduate-professonal student,0-1 years,Engineering/Technology - Other engineering and technologies,open_education,openaccessweek,"advocacy, comms, community, fudraising, events, volunteers",facebook
80717461,final at deadline,6/6/16 22:40,Canada,Canada,male,bachelors,"nonacademic staff, developer",11-15 years,Social Sciences - Psychology,open_research,opendataday,"advocacy, blogging, comms, community, socialmedia, fudraising, events, volunteers, graphics, video, research, software",mailinglist
83543304,submitted,6/6/16 22:41,Ghana,Ghana,male,bachelors,medical professional,1-5 years,Medicine/Health Sciences - Other medical sciences,open_education,"openaccessweek, openeducationweek",volunteers,mailinglist
71820064,submitted,6/6/16 22:44,Nigeria,Nigeria,male,"bachelors, masters","phd candidate, educator, researcher",1-5 years,Natural Sciences - Mathematics,open_education,openeducationweek,"advocacy, community, socialmedia, events, volunteers","mailinglist, friend"
53879919,submitted,6/6/16 23:05,Nigeria,Nigeria,male,bachelors,developer,0-1 years,"Engineering/Technology - Electrical engineering, electronic engineering, information engineering",open_government,"openaccessweek, opendataday","advocacy, blogging, socialmedia, graphics",facebook
59095435,submitted,6/6/16 23:08,Nigeria,Nigeria,male,bachelors,graduate-professonal student,1-5 years,Natural Sciences - Physical sciences,open_science,openaccessweek,research,websearch
